Doelsoort;LfMD;Nr MD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Woordenschat (richtinggevend);HOR COH binnen de discipline (wat op hetzelfde moment gebeurt) Verplicht;HOR COH met andere disciplines (wat op hetzelfde moment gebeurt);HOR COH binnen de discipline (wat op hetzelfde moment gebeurt) suggestief;"Dit LP-doel komt net na [code]
(= voorgaande doel)";"Dit LP-doel komt net voor [code]
(= volgende doel)"
Z;6-;7.1.6;6-7.1.6;7.2.ZZZ.6;ZZ.;Grootmotorische competenties;Zwemmen;;De leerlingen kunnen eenvoudige rotaties om de lengte- en breedteas uitvoeren.;Van buik naar rug draaien in water.;;;;;;
Z;6-;7.1.6;6-7.1.6;7.2.ZZZ.7;ZZ.;Grootmotorische competenties;Zwemmen;;De leerlingen kunnen veilig springen in het diepe water en terugkeren naar de kant. ;;;;;;;
Z;6-;7.1.6;6-7.1.6;7.2.ZZZ.8;ZZ.;Grootmotorische competenties;Zwemmen;;De leerlingen kunnen arm- en beenbewegingen combineren met een aangepaste ademhaling.;;;;;;;
Z;6-;7.1.6;6-7.1.6;7.2.ZZZ.9;ZZ.;Grootmotorische competenties;Zwemmen;;De leerlingen kunnen armen en benen gecoördineerd inzetten bij aaneensluitend zwemmen.;;;;;;;
Z;6-;7.1.6;6-7.1.6;7.2.ZZZ.10;ZZ.;Grootmotorische competenties;Zwemmen;;De leerlingen kunnen 50 meter aansluitend en doelmatig zwemmen in diep water zonder hulpmiddelen.;;;;;;;
Z;6-;7.1.6;6-7.1.6;7.2.ZZZ.11;ZZ.;Grootmotorische competenties;Zwemmen;;De leerlingen voelen zich veilig in het water en kunnen zwemmen zonder hulpmiddelen.;;;;;;;
MD;6-;7.1.6;6-7.1.6;7.2.MD;;Grootmotorische competenties;Zwemmen;;De leerlingen voelen zich veilig in het water en kunnen zwemmen zonder hulpmiddelen.;;;;;;;
P;;;;7.3.PF1.1;F1.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling neemt via somatische stimulatie, zoals aanraking, verzorging of massage, het eigen lichaam waar.;Ontspant bij aanraking, reageert op wassen of insmeren, toont lichaamsreactie bij massage.;;;;;;
P;;;;7.3.PF1.2;F1.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling ervaart via vestibulaire stimulatie, zoals beweging, schommelen of rollen, zichzelf via zwaartekracht.;Ontspant of lacht bij schommelen, spant lichaam bij kantelen, reageert op rollen over mat.;;;;;;
P;;;;7.3.PF1.3;F1.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling beleeft via vibratorische stimulatie, zoals trillingen via huid of beenderen, een diepe lichaamsgewaarwording.;Reageert op trillend materiaal, toont ontspanning of alertheid, volgt trilling met aandacht.;;;;;;
P;;;;7.3.PF1.4;F1.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling wordt zich bewust van de eigen ademhaling door aandacht voor de ademhaling.;Wordt rustiger bij begeleide ademhaling, voelt borst of buik bewegen, ademt mee met volwassene.;;;;;;
P;;;;7.3.PF2.1;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling ontdekt dat het lichaam een entiteit vormt en beseffen dat handen en voeten bij het lichaam horen en bestuurbaar zijn.;Bekijkt eigen handen/voeten, beweegt handen doelgericht, gebruikt voeten om te steunen.;;;;;;
P;;;;7.3.PF2.2;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling kan zichzelf onderscheiden van anderen en van de omringende ruimte.;Reageert anders op eigen aanraking dan die van ander, houdt afstand, beweegt weg of naar iemand toe.;;;;;;
P;;;;7.3.PF2.3;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling kan zich tijdens verzorging, spel of eetmomenten bewust worden van verschillende lichaamsdelen.;Laat lichaamsdeel benoemen, kijkt of voelt aan genoemd lichaamsdeel, reageert bij aanraken.;;;;;;
P;;;;7.3.PF2.4;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling kan lichaamsgrenzen en lichaamsdelen exploreren via steunen op handen, knieën, zitvlak of voeten bij het verkennen van de ruimte.;Steunt op handen en knieën, zit stabiel, duwt zich af met voeten.;;;;;;
P;;;;7.3.PF3.1;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling herkent verschillen tussen lichaamsdelen via interactie met een volwassene.;Reageert verschillend bij aanraken arm vs. Been, wijst of kijkt naar genoemd lichaamsdeel, vergelijkt groot/klein.;;;;;;
P;;;;7.3.PF3.2;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling kan eenvoudige handelingen nabootsen die gericht zijn op lichaamsgebruik.;Strekt armen, opent en sluit handen, stampt met voeten na voordoen.;;;;;;
S;;;;7.3.SF4.1;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling kan lichaamsdelen gebruiken in relatie tot elkaar.;Hand op hoofd, voet naast voet.;;;;;;
S;;;;7.3.SF4.2;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling kan eenvoudige instructies volgen die betrekking hebben op het lichaam.;Reageert op instructies zoals 'handen omhoog', 'ga zitten', 'sta recht'. Raakt of wijst een genoemd lichaamsdeel aan 'wijs je neus aan'. Beweegt een lichaamsdeel na een verbale of visuele aanwijzing ('stamp met je voeten'). Volgt een eenvoudige lichaamsinstructie binnen een routine ('handen wassen'). Past de beweging aan na herhaling of modeling door de volwassene.;;;;;;
S;;;;7.3.SF4.3;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling kan zijn/haar lichaam bewust inzetten als referentiepunt bij bewegen en oriënteren. ;Positioneert zichzelf t.o.v. objecten 'ga naast de stoel staan', 'kom voor mij staan'. Richt het lichaam naar een doel  draait zich naar de leerkracht, keert zich naar de deur. Past eigen positie aan in de ruimte stapt opzij om plaats te maken, gaat achter een lijn staan. Gebruikt het eigen lichaam om afstand of richting in te schatten reikt verder, komt dichterbij.;;;;;;
S;;;;7.3.SF4.4;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Eigen lichaam aanvoelen;De leerling kan lichaamsdelen aanpassen aan context en taak. ;Buigt door de knieën om iets van de grond op te rapen. Strekt de armen om een voorwerp te nemen dat verder weg ligt. Draait romp of hoofd om te kijken wat er achter hen gebeurt. Past houding aan bij doorgangen  bukt onder een obstakel, draait zijwaarts door een smalle opening, kruipt door tunnel. Verandert lichaamspositie tijdens spel of taak  gaat zitten om stabiel te werken, staat recht om te reiken.;;;;;;
P;;;;7.3.PF1.5;F1.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling reageert op basale lichamelijke sensaties.;Huilt bij honger, ontspant na voeding, reageert op natte luier.;;;;;;
P;;;;7.3.PF1.6;F1.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling kan verandering in inwendige toestanden uiten.;Verandert spanning bij honger, wordt onrustig bij vermoeidheid, ontspant na voeding of nabijheid.;;;;;;
P;;;;7.3.PF2.5;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling ervaart verschil tussen comfort en ongemak van inwendige signalen.;Zoekt warmte, reageert op dorst, toont ongemak bij volle luier.;;;;;;
P;;;;7.3.PF2.6;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling kan herhaaldelijk voorkomende lichaamssignalen koppelen aan vertrouwde reacties van de omgeving.;Wordt rustiger wanneer verzorger reageert op huilen, verwacht voeding na hongergevoel, kalmeert bij vaste verzorgingsvolgorde.;;;;;;
P;;;;7.3.PF3.3;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling kan beginnende signalen van honger, dorst, volle blaas of vermoeidheid herkennen.;Toont met gedrag of gebaar behoefte aan eten, drinken, slapen, toilet.;;;;;;
P;;;;7.3.PF3.4;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling legt met ondersteuning een verband tussen koude of warme dagen en aanpassen kledij om naar buiten te gaan.;Picto jas aan/niet aan, instructie van de leraar, samen betekenis geven aan warm/koud weer door buiten te gaan 'voelen'.;;;;;;
P;;;;7.3.PF3.5;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling herkent lichaamssignalen vóór escalatie.;Wordt rusteloos vóór huilen, vertraagt spel bij vermoeidheid, zoekt steun bij spanning.;;;;;;
S;;;;7.3.SF4.5;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling kan lichaamssignalen koppelen aan eenvoudige betekenissen.;Begrijpt dat moe = rust nodig, honger = eten, koud = jas aan.;;;;;;
S;;;;7.3.SF4.6;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling kan interoceptieve signalen gebruiken om gedrag bij te sturen.;Gaat zitten bij vermoeidheid, stopt spel bij overprikkeling, vraagt hulp.;;;;;;
S;;;;7.3.SF4.7;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling kan lichamelijke signalen verbaal of via pictogrammen aangeven.;Zegt: ‘Ik heb koud.’, ‘Ik moet pipi doen.’ en gebruikt pictogram voor honger of pijn.;;;;;;
S;;;;7.3.SF5.1;F5.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling kan zijn/haar kledij aanpassen aan de temperatuur binnen en buiten.;Beslissen om al dan niet een jas aan te doen, trui uitdoen bij te warm in de klas.;;;;;;
S;;;;7.3.SF5.2;F5.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Interoceptieve verwerking;De leerling kan onderscheiden of een lichaamssreactie voortkomt uit een lichamelijke toestand of uit een emotie.;Onderscheidt pijn vs. zich boos voelen, herkent koud vs. verdriet, reageert anders op beide.;;;;;;
P;;;;7.3.PF1.7;F1.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling voelt spanning en ontspanning in zijn/haar lichaam.;Ervaart verschil tussen rust en activiteit, ontspant na bewegen, spant lichaam bij prikkel.;;;;;;
P;;;;7.3.PF1.8;F1.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling vindt rust via diepe druk.;Wordt rustiger bij verzwaringsdeken, geniet van stevige knuffel, ontspant bij diep vasthouden.;;;;;;
P;;;;7.3.PF2.7;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling kan bij het reiken naar een object variëren in snelheid afhankelijk van afstand.;Reikt trager naar ver object, past snelheid aan bij dichtbij, corrigeert beweging onderweg.;;;;;;
P;;;;7.3.PF2.8;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling kan druk en gewicht ervaren via bewegingen.;Geniet van tillen, duwt zwaar object, reageert positief op schommelen of trekken.;;;;;;
P;;;;7.3.PF3.6;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling kan bewegingen voorbereiden zonder voortdurend visueel te volgen.;Brengt beker naar mond zonder voortdurend te kijken, reikt achterwaarts, beweegt arm doelgericht.;;;;;;
P;;;;7.3.PF3.7;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling kan kracht gebruiken om een effect te bereiken.;Duwt een deur open, trekt aan een touw, verplaatst een zwaar kussen.;;;;;;
P;;;;7.3.PF3.8;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling ervaart via proprioceptieve prikkels ontspanning van het lichaam.;Ontspant na duwen of trekken, tilt kort hoofd in buiklig, zoekt daarna visueel contact.;;;;;;
S;;;;7.3.SF4.8;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling kan eenvoudige bewegingen uitvoeren zonder visuele controle.;Loopt trap op, stapt over drempel, beweegt armen zonder te kijken.;;;;;;
S;;;;7.3.SF4.9;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling kan kracht doseren bij handelingen.;Duwt niet te hard, gebruikt juiste kracht bij plastiline, laat materiaal niet vallen.;;;;;;
S;;;;7.3.SF4.10;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling kan lichaamsspanning bewust aanpassen aan een taak.;Drukt stevig bij stempelen, gebruikt zachtere druk bij schilderen, past kracht aan activiteit aan.;;;;;;
S;;;;7.3.SF5.3;F5.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Proprioceptie;De leerling kan eigen spanning herkennen en reguleren met strategieën of hulp.;Zegt ‘mijn handen zijn moe’, neemt pauze, zoekt diepe druk of rustmoment.;;;;;;
P;;;;7.3.PF1.9;F1.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling reageert op beweging en zwaartekracht.;Kalmeert bij wiegen, geniet van schommelen, spant of ontspant lichaam bij kantelen.;;;;;;
P;;;;7.3.PF2.9;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan reageren op verandering van hoofdpositie ten opzichte van de ruimte.;Richt hoofd bij rechtop komen, corrigeert bij achterover bewegen, past houding aan.;;;;;;
P;;;;7.3.PF2.10;F2.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan hoofd en romp in evenwicht houden bij beweging.;Houdt hoofd recht bij zitten, blijft stabiel bij dragen, corrigeert houding bij lichte beweging.;;;;;;
P;;;;7.3.PF3.9;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan balans zoeken en behouden bij eenvoudige houdingen.;Zit rechtop, blijft staan zonder steun, beweegt zonder omvallen.;;;;;;
P;;;;7.3.PF3.10;F3.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan evenwicht hervinden na een kleine verstoring.;Zet voet bij om niet te vallen, herstelt zit na duwtje, zoekt steun.;;;;;;
S;;;;7.3.SF4.11;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan evenwicht bewaren bij gecombineerd bewegen en stilstaan.;Loopt en stopt zonder te vallen, wisselt zitten en staan, blijft stabiel.;;;;;;
S;;;;7.3.SF4.12;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan evenwicht bewaren tijdens gecontroleerde bewegingen.;Stapt over een lijn, staat kort op één been, loopt gecontroleerd.;;;;;;
S;;;;7.3.SF4.13;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan evenwicht integreren in gevarieerde bewegingen.;Rolt, springt, fietst met controle en wisselt houding vlot.;;;;;;
S;;;;7.3.SF4.14;F4.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan vestibulaire informatie gebruiken om bewegingen te doseren.;Springt minder ver bij beperkte ruimte, vertraagt bij afdalen, past snelheid aan.;;;;;;
S;;;;7.3.SF5.4;F5.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan evenwicht behouden bij veranderende snelheid of richting.;Corrigeert houding bij duwen, past balans aan bij draaien, herstelt evenwicht na verstoring.;;;;;;
S;;;;7.3.SF5.5;F5.;Psychomotorische competenties;Lichaamsbesef en -perceptie;Vestibulaire verwerking;De leerling kan evenwicht en beweging bewust reguleren in complexe situaties.;Past houding aan in drukke ruimte, anticipeert op botsing, bewaart balans in spel.;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GJK.1;JK.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen belangrijke lichaamsdelen tonen.;Hoofd, armen, benen, buik, rug, handen, voeten;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GJK.2;JK.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen diverse eenvoudige houdingen imiteren.;Armen spreiden, op één been staan met steun.;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GJK.3;JK.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen via spel bewegingen, houdingen en krachten ervaren en herkennen wat hun lichaam voelt tijdens eenvoudige opdrachten.;Hard als een boom / zacht als een doek;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GK2.1;K2.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen meer gedetailleerde lichaamsdelen aansturen.;Ellebogen, knieën, schouders, tenen;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GK2.2;K2.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen een voorwerp stabiliseren met de ene hand en bewerken met de andere.;Knoop dichtdoen, fles opendraaien, puzzelstukken duwen.;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GK3.1;K3.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen signalen van hun lichaam herkennen en spanning, kracht en evenwicht aanpassen.;;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GK3.2;K3.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen verschillende lichaamsdelen combineren in een beweging.;;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GL1.1;L1.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen beweging controleren door tempo, richting en kracht bewust te regelen.;Naar doelen werpen op verschillende afstanden.;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GL2.1;L2.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen kracht, tempo en evenwicht combineren om bewegingen gecontroleerd uit te voeren.;Trampolinesprongen;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GL3.1;L3.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen hun lichaamsperceptie gebruiken om bewegingen efficiënter en veiliger uit te voeren.;Zwaartepunt bewust verlagen/verplaatsen voor stabiliteit, fouten corrigeren op basis van voelen (te hard, te zacht, te snel).;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GL4.1;L4.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen spanning, tempo en kracht verfijnd afstemmen in gevarieerde bewegingssituaties.;Vlotte overgangen maken tussen verschillende bewegingen: lopen/dribbelen en werpen op doel.;;;;;;
G;4-;7.1.10;4-7.1.10;7.3.GL4.2;L4.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen in bewegingscontexten omgaan en rekening houden met de eigen lichaamskenmerken (mogelijkheden en beperkingen).*;;;;;;;
MD;4-;7.1.10;4-7.1.10;7.3.MD;;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen in bewegingscontexten omgaan en rekening houden met de eigen lichaamskenmerken (mogelijkheden en beperkingen).*;;;;;;;
G;6-;7.1.10;6-7.1.10;7.3.GL5.1;L5.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen proprioceptieve informatie gebruiken voor technische uitvoering en motorische precisie.;Kracht en snelheid correct inschatten in opdrachten.;;;;;;
G;6-;7.1.10;6-7.1.10;7.3.GL6.1;L6.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen lichaamsperceptie verfijnd en langdurig inzetten om technisch correcte bewegingen uit te voeren in complexe situaties.;Vloeiende, stabiele en gecontroleerde bewegingsreeksen uitvoeren voor een langere tijd.;;;;;;
G;6-;7.1.10;6-7.1.10;7.3.GL6.2;L6.;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen in bewegingscontexten omgaan en rekening houden met de lichaamskenmerken, mogelijkheden en beperkingen van de ander.*;;;;;;;
MD;6-;7.1.10;6-7.1.10;7.3.MD;;Psychomotorische competenties;Lichaamsbesef en -perceptie ;;De leerlingen kunnen in bewegingscontexten omgaan en rekening houden met de lichaamskenmerken, mogelijkheden en beperkingen van de ander.*;;;;;;;
P;K-;7.1.6;K-7.1.6;7.3.PF3.11;F3.;Psychomotorische competenties;Tijdsperceptie;;De leerling kan dezelfde beweging meerdere keren na elkaar herhalen.;Klapt herhaaldelijk in de handen. Stamp meerdere keren met de voeten.;;;;;;
P;K-;7.1.6;K-7.1.6;7.3.PF3.12;F3.;Psychomotorische competenties;Tijdsperceptie;;De leerling kan met ondersteuning zijn/haar beweging afstemmen op een extern ritme of signaal.;Beweegt mee op muziek. Stopt of start bij een klank of teken.;;;;;;
P;K-;7.1.6;K-7.1.6;7.3.PF3.13;F3.;Psychomotorische competenties;Tijdsperceptie;;De leerling ervaart verschil tussen snel en traag in beweging.;Reageert anders op snelle vs. trage muziek. Toont groter of kleiner bewegingsbereik bij tempoverandering.;;;;;;
G;K-;7.1.6;K-7.1.6;7.3.GJK.4;JK.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen eenvoudige bewegingen versnellen en vertragen. ;Lopen sneller/langzamer, zwaaien met armen op vast tempo.;;;;;;
G;K-;7.1.6;K-7.1.6;7.3.GJK.5;JK.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen korte ritmische patronen nabootsen.;Klappen, stampen of tikken.;;;;;;
G;K-;7.1.6;K-7.1.6;7.3.GK2.3;K2.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen bewegingen onderbreken en hervatten voor een korte duur.;;;;;;;
G;K-;7.1.6;K-7.1.6;7.3.GK3.3;K3.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen een reeks eenvoudige bewegingen uitvoeren volgens een ritme en volgorde.;Klap–stap, spring–draai;;;;;;
G;K-;7.1.6;K-7.1.6;7.3.GK3.4;K3.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen bewegingen volhouden gedurende een korte afgesproken duur.;;;;;;;
G;K-;7.1.6;K-7.1.6;7.3.GK3.5;K3.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen in bewegingscontexten eenvoudige bewegingen afstemmen op tijd (duur, tempo, ritme, volgorde).;;;;;;;
MD;K-;7.1.6;K-7.1.6;7.2.MD;;Psychomotorische competenties;Tijdsperceptie;;De kleuters kunnen in bewegingscontexten eenvoudige bewegingen afstemmen op tijd (duur, tempo, ritme, volgorde).;;;;;;;
G;4-;7.1.6;4-7.1.6;7.3.GL1.2;L1.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen ritmische bewegingen combineren binnen eenvoudige reeksen.;Open + klappen, springen + draaien;;;;;;
G;4-;7.1.6;4-7.1.6;7.3.GL2.2;L2.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen eenvoudige maten/metrum aanhouden door te stappen of te klappen.;;;;;;;
G;4-;7.1.6;4-7.1.6;7.3.GL3.2;L3.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen langere bewegingsreeksen onthouden en uitvoeren op verschillende eenvoudige ritmische patronen.;Uitvoeren van danspassen, combinaties in spel.;;;;;;
G;4-;7.1.6;4-7.1.6;7.3.GL4.3;L4.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen samen in groep synchroon bewegen op ritme.;Kringdans, ritmisch klappen in groep.;;;;;;
G;4-;7.1.6;4-7.1.6;7.3.GL4.4;L4.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen in bewegingscontexten bewegingen uitvoeren volgens een opgelegd ritme.;;;;;;;
MD;4-;7.1.6;4-7.1.6;7.2.MD;;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen in bewegingscontexten bewegingen uitvoeren volgens een opgelegd ritme.;;;;;;;
G;6-;7.1.7;6-7.1.7;7.3.GL5.2;L5.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen complexe bewegingscombinaties uitvoeren in een opgelegd ritme. ;Dans, gymnastiek, sportspelen met ritme;;;;;;
G;6-;7.1.7;6-7.1.7;7.3.GL6.3;L6.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen in een ritmische groepsactiviteit bewust de rol van leider en volger opnemen en afwisselen, waarbij ze hun bewegingen afstemmen op het ritme, tempo en de groep.;;;;;;;
G;6-;7.1.7;6-7.1.7;7.3.GL6.4;L6.;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen in bewegingscontexten combinaties van bewegingen onthouden en zonder aanwijzingen uitvoeren volgens een opgelegd ritme.*;;;;;;;
MD;6-;7.1.7;6-7.1.7;7.3.MD;;Psychomotorische competenties;Tijdsperceptie;;De leerlingen kunnen in bewegingscontexten combinaties van bewegingen onthouden en zonder aanwijzingen uitvoeren volgens een opgelegd ritme.*;;;;;;;
P;K-;7.1.7;K-7.1.7;7.3.PF2.11;F2.;Psychomotorische competenties;Ruimteperceptie;;De leerling verkent via steunen op handen, knieën, zitvlak de ruimte.;;;;;;;
P;K-;7.1.7;K-7.1.7;7.3.PF2.12;F2.;Psychomotorische competenties;Ruimteperceptie;;De leerling kan zijn/haar beweging onderbreken door een duidelijke fysieke of visuele grens.;Stoppen aan een mat, botsen en halthouden aan een muur, vertragen bij tapelijn.;;;;;;
P;K-;7.1.7;K-7.1.7;7.3.PF3.14;F3.;Psychomotorische competenties;Ruimteperceptie;;De leerling kan zich doelgericht verplaatsen naar een bekende persoon of stimulus.;Naar de leerkracht lopen bij roepnaam, naar de muziekbron stappen, naar vaste plek gaan.;;;;;;
P;K-;7.1.7;K-7.1.7;7.3.PF3.15;F3.;Psychomotorische competenties;Ruimteperceptie;;De leerling herkent binnen vertrouwde routines vaste ruimtelijke grenzen ;Blijven op de speelmat, wachten aan de rand van de kring, stoppen bij een vaste kegel.;;;;;;
G;K-;7.1.7;K-7.1.7;7.3.GJK.6;JK.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen zich oriënteren naar bekende stimuli.;Naar de leerkracht, muziekbron;;;;;;
G;K-;7.1.7;K-7.1.7;7.3.GJK.7;JK.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen stoppen aan ruimtelijke grenzen.;Lijn, mat, kegel;;;;;;
G;K-;7.1.7;K-7.1.7;7.3.GK2.4;K2.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen zich verplaatsen in een open ruimte zonder botsingen.;;;;;;;
G;K-;7.1.7;K-7.1.7;7.3.GK3.6;K3.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen in verplaatsing richtingen combineren.;Voorwaarts + schuin, achterwaarts + draaien;;;;;;
G;K-;7.1.7;K-7.1.7;7.3.GK3.7;K3.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen zich oriënteren ten opzichte van anderen.;Naast, achter, tegenover een klasgenoot;;;;;;
G;K-;7.1.7;K-7.1.7;7.3.GK3.8;K3.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen snel van richting veranderen in overzichtelijke spelsituaties.;Tikspel met beperkt aantal deelnemers (+/- 7);;;;;;
G;K-;7.1.7;K-7.1.7;7.3.GK3.9;K3.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen in bewegingscontexten eenvoudige bewegingen afstemmen op de ruimte (positie, afstand, richting, bewegingsbaan).*;;;;;;;
MD;K-;7.1.7;K-7.1.7;7.3.MD;;Psychomotorische competenties;Ruimteperceptie;;De kleuters kunnen in bewegingscontexten eenvoudige bewegingen afstemmen op de ruimte (positie, afstand, richting, bewegingsbaan).*;;;;;;;
