Doel-soort;LfMD;nrMD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Woordenschat (richtinggevend)
G;;;;2.1.GL6.44;L6.;Getallenkennis;Positieve rationale getallen ;Begrippen en wiskundige notaties;De leerling kent het begrip: omgekeerde breuk [F].;;
G;6-;2.1.17;6-2.1.17;2.1.GL6.45;L6.;Getallenkennis;Positieve rationale getallen ;Begrippen en wiskundige notaties;De leerling kan de begrippen m.b.t. positieve rationale getallen uit L5 toepassen.;;
MD;6-;2.1.17;6-2.1.17;;;Getallenkennis;Positieve rationale getallen ;;"De leerling kent de volgende begrippen en wiskundige notaties [F]:
• d (duizendste);
• verhouding;
• procent (%).";;
G;6-;2.1.18;6-2.1.18;2.1.GL4.55;L4.;Getallenkennis;Positieve rationale getallen ;Breuk als rationaal getal (N ≤ 20 of te vereenvoudigen tot N ≤ 20);De leerlingen kunnen ongelijknamige breuken vergelijken, ordenen en plaatsen op de getallenas.;;
G;6-;2.1.18;6-2.1.18;2.1.GL4.56;L4.;Getallenkennis;Positieve rationale getallen ;Breuk als rationaal getal (N ≤ 20 of te vereenvoudigen tot N ≤ 20);De leerlingen kunnen breuken vereenvoudigen en gelijknamig maken, waarbij naar eenvoudige breuken wordt gestreefd.;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.28;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerlingen kennen een breuk/procent als operator en als deel van een geheel waarbij het geheel continu is (het geheel is de eenheid) [I].;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.29;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerlingen kennen een breuk/procent als operator en als deel van een geheel waarbij het geheel een aantal is (het geheel bestaat uit meerdere eenheden) [I].;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.30;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerlingen kennen een breuk/procent als operator en als deel van een geheel waarbij het geheel een getal is [I].;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.31;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerlingen kunnen breuken/procenten (tot op eenheid) en decimale getallen (tot op 1 duizendste) lezen en noteren.;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.32;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerlingen kunnen breuken/procenten schematisch voorstellen.;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.33;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerlingen kunnen bij een gegeven geheel en deel, de breuk/het procent benoemen.;voorbeelden;
G;6-;2.1.18;6-2.1.18;2.1.GL5.34;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerlingen kunnen bij een gegeven geheel en breuk/procent, het deel aanduiden (schematisch voorstellen).;voorbeelden;
G;6-;2.1.18;6-2.1.18;2.1.GL5.35;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerlingen kunnen bij een gegeven deel en breuk/procent, het geheel aanduiden (schematisch voorstellen).;voorbeelden;
G;6-;2.1.18;6-2.1.18;2.1.GL5.36;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerlingen kunnen decimale getallen in tienden, honderdsten en duizendsten splitsen en samenstellen i.f.v. getalbegrip en bewerkingen.;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.37;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerlingen kunnen breuken, procenten en decimale getallen naar elkaar omzetten. ;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.38;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerlingen kunnen (on)gelijknamige breuken, procenten en decimale getallen vergelijken, ordenen en plaatsen op de getallenas.;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.39;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerlingen kunnen breuken en procenten vereenvoudigen en gelijknamig maken.;;
G;6-;2.1.18;6-2.1.18;2.1.GL5.40;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerlingen kunnen decimale getallen en procenten (tot op een eenheid) afronden.;;
+;;;;2.1.+L5.41;L5.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerling kan breuken vergelijken en ordenen door gebruik te maken van handige strategieën [H1].;Vergelijken met een steunpunt: 1/3 is kleiner dan 3/4 want 1/3 is kleiner dan 1/2 en 3/4 is groter dan 1/2.;
G;6-;2.1.18;6-2.1.18;2.1.GL6.46;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerling kan breuken/procenten (tot op eenheid) en decimale getallen (tot op 1 duizendste) lezen en noteren [H1].;;
G;6-;2.1.18;6-2.1.18;2.1.GL6.47;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerling kan breuken/procenten schematisch voorstellen [H1].;;
G;6-;2.1.18;6-2.1.18;2.1.GL6.48;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerling kan bij een gegeven geheel en deel, de breuk/het procent benoemen [H1].;;
G;6-;2.1.18;6-2.1.18;2.1.GL6.49;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerling kan bij een gegeven geheel en breuk/procent, het deel aanduiden (schematisch voorstellen) [H1].;;
G;6-;2.1.18;6-2.1.18;2.1.GL6.50;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent als operator en deel van een geheel (N ≤ 100);De leerling kan bij een gegeven deel en breuk/procent, het geheel aanduiden (schematisch voorstellen) [H1].;;
G;6-;2.1.18;6-2.1.18;2.1.GL6.51;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerling kan breuken, procenten en decimale getallen naar elkaar omzetten [H1]. ;;
G;6-;2.1.18;6-2.1.18;2.1.GL6.52;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerling kan (on)gelijknamige breuken, procenten en decimale getallen vergelijken, ordenen en plaatsen op de getallenas [H1].;;
G;6-;2.1.18;6-2.1.18;2.1.GL6.53;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerling kan breuken en procenten vereenvoudigen en gelijknamig maken [H1].;;
G;6-;2.1.18;6-2.1.18;2.1.GL6.54;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerling kan decimale getallen en procenten (tot op een eenheid) afronden [H1].;;
+;;;;2.1.+L6.55;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerling kan breuken vergelijken en ordenen door gebruik te maken van handige strategieën [H1].;Vergelijken met een steunpunt: 1/3 is kleiner dan 3/4 want 1/3 is kleiner dan 1/2 en 3/4 is groter dan 1/2.;
+;;;;2.1.+L6.56;L6.;Getallenkennis;Positieve rationale getallen ;Breuk/procent/decimaal getal als rationaal getal (N ≤ 100, procent tot op E, decimaal getal tot op 1 d);De leerling kan breuken, die niet in een tiendelige breuk kunnen worden omgezet, m.b.v. een deling omzetten naar een kommagetal.; ;
MD;6-;2.1.18;6-2.1.18;;;Getallenkennis;Positieve rationale getallen ;;"De leerling kan breuken (noemer tot en met 100), procenten (tot op eenheid) en decimale getallen (tot op 1 duizendste):
• lezen en noteren;
• schematisch voorstellen;
• vergelijken, ordenen en plaatsen op de getallenas;
• vereenvoudigen en gelijknamig maken;
• naar elkaar omzetten;
• afronden (decimale getallen en procenten).";;
G;6-;2.2.1;6-2.2.1;2.2.GL5.8;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerlingen kennen ‘van’ als ‘maal’ bij het vermenigvuldigen van breuken/procenten [I].;;
G;6-;2.2.1;6-2.2.1;2.2.GL6.10;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerling kent ‘van’ als ‘maal’ bij het vermenigvuldigen van breuken/procenten [I] [H1].;;
MD;6-;2.2.1;6-2.2.1;;;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;;De leerling kent het vermenigvuldigen: ‘van’ als ‘maal’ bij breuken [I].;;
G;6-;2.2.2;6-2.2.2;2.2.GL5.9;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerlingen kennen de eigenschap dat de som van twee getallen niet verandert als we bij één term een getal optellen en dit getal van de andere term aftrekken [I].;;
G;6-;2.2.2;6-2.2.2;2.2.GL5.10;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerlingen kennen de eigenschap dat het verschil van twee getallen niet verandert als we bij beide termen hetzelfde getal optellen of aftrekken [I].;;
G;6-;2.2.2;6-2.2.2;2.2.GL5.11;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerlingen kennen de eigenschap dat het product van twee getallen niet verandert als we de ene factor vermenigvuldigen met een getal en de andere factor delen door dit getal [I].;;
G;6-;2.2.2;6-2.2.2;2.2.GL5.12;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerlingen kennen de eigenschap dat het quotiënt van twee getallen niet verandert als we deeltal en deler vermenigvuldigen met of delen door eenzelfde getal (de rest verandert wel) [I].;;
G;6-;2.2.2;6-2.2.2;2.2.GL6.11;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerling kent de eigenschap dat de som van twee getallen niet verandert als we bij één term een getal optellen en dit getal van de andere term aftrekken [I] [H1].;;
G;6-;2.2.2;6-2.2.2;2.2.GL6.12;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerling kent de eigenschap dat het verschil van twee getallen niet verandert als we bij beide termen hetzelfde getal optellen of aftrekken [I] [H1].;;
G;6-;2.2.2;6-2.2.2;2.2.GL6.13;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerling kent de eigenschap dat het product van twee getallen niet verandert als we de ene factor vermenigvuldigen met een getal en de andere factor delen door dit getal [I] [H1].;;
G;6-;2.2.2;6-2.2.2;2.2.GL6.14;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerling kent de eigenschap dat het quotiënt van twee getallen niet verandert als we deeltal en deler vermenigvuldigen met of delen door eenzelfde getal (de rest verandert wel) [I] [H1]. ;;
G;6-;2.2.2;6-2.2.2;2.2.GL6.15;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerling kent het verband tussen het deeltal, de deler, het quotiënt en de rest: D = d × q + r [I].;;
G;6-;2.2.2;6-2.2.2;2.2.GL6.16;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Eigenschappen van en relaties tussen bewerkingen;De leerling kent de eigenschap dat het product of quotiënt niet verandert als we een factor of de deler ontbinden [I].;"Vermenigvuldigen met 12 is hetzelfde als vermenigvuldigen met 3 en met 4; delen door 12 is delen door 3 en door 4.";
MD;6-;2.2.2;6-2.2.2;;;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;;"De leerling kent de eigenschappen van bewerkingen [I]:
• de som van twee getallen verandert niet als we bij één term een getal optellen en dit getal van de andere term aftrekken;
• het verschil van twee getallen verandert niet als we bij beide termen hetzelfde getal optellen of aftrekken;
• het product van twee getallen verandert niet als we de ene factor vermenigvuldigen met een getal en de andere factor delen door dit getal;
• het quotiënt van twee getallen verandert niet als we deeltal en deler vermenigvuldigen met of delen door eenzelfde getal (de rest verandert wel);
• het verband tussen deeltal, deler, quotiënt, rest: D = d x q + r;
• het product/quotiënt verandert niet als we een factor/de deler ontbinden.
bv. vermenigvuldigen met 12 is hetzelfde als vermenigvuldigen met 3 en met 4, delen door 12 is delen door 3 en door 4";;
G;6-;2.2.3;6-2.2.3;2.2.GL6.17;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Wiskundige conventies;De leerling kent de volgorde van bewerkingen en het gebruik van haakjes om die te doorbreken [I].;;
MD;6-;2.2.3;6-2.2.3;;;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;;De leerling kent de volgorde van bewerkingen en het gebruik van haakjes om die te doorbreken [I].;;
G;6-;2.2.4;6-2.2.4;2.2.GL4.55;L4.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerlingen kunnen betekenisvolle situaties omzetten naar optellingen/aftrekkingen met (on)gelijknamige breuken en omgekeerd. ;"Ik neem eerst 1/4 deel van een taart, daarna kies ik nog 1/5 deel van deze taart; welk deel van de hele taart heb ik gegeten?’ wordt wiskundig genoteerd als 1/4+1/5=...; op tafel ligt nog 3/4 van een cake, ik krijg van mama altijd 1/5 deel van een hele cake mee naar school; welk deel van de hele cake blijft over?’ wordt wiskundig genoteerd als 3/4-1/5=...";
G;6-;2.2.4;6-2.2.4;2.2.GL5.13;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerlingen kunnen betekenisvolle situaties omzetten naar optellingen/aftrekkingen met (on)gelijknamige breuken en omgekeerd [H1].;;
G;6-;2.2.4;6-2.2.4;2.2.GL5.14;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerlingen kunnen betekenisvolle situaties omzetten naar vermenigvuldigen met breuken en omgekeerd.;Op tafel ligt nog een kwart van een cake. Ik eet hier 2/3 van op. Ik eet 2/3 van 1/4 of 2/3 ×1/4 van de cake.;
G;6-;2.2.4;6-2.2.4;2.2.GL5.15;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerlingen kunnen betekenisvolle situaties omzetten naar vermenigvuldigingen met procenten en omgekeerd.;Ik heb 120 euro in mijn spaarpot. Ik besluit om voor de warmste week hier 15% van aan een goed doel te geven. Ik geef 15% van 120 euro of 15/100 x 120 euro aan het goede doel.;
G;6-;2.2.4;6-2.2.4;2.2.GL6.18;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerling kan betekenisvolle situaties omzetten naar optellingen/aftrekkingen met (on)gelijknamige breuken en omgekeerd [H2].;;
G;6-;2.2.4;6-2.2.4;2.2.GL6.19;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerling kan betekenisvolle situaties omzetten naar vermenigvuldigen met breuken en omgekeerd [H1].;Op tafel ligt nog een kwart van een cake. Ik eet hier 2/3 van op. Ik eet 2/3 van 1/4 of 2/3 ×1/4 van de cake.;
G;6-;2.2.4;6-2.2.4;2.2.GL6.20;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerling kan betekenisvolle situaties omzetten naar delen door breuken en omgekeerd.;Ik maak sprongen van 2/3 meter. Hoeveel sprongen heb ik gemaakt als ik 10 meter heb afgelegd, wordt 10 : 2/3 =…;
G;6-;2.2.4;6-2.2.4;2.2.GL6.21;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerling kan betekenisvolle situaties omzetten naar vermenigvuldigingen met procenten en omgekeerd [H1].;Ik krijg 10 % korting. Ik koop een trui van € 80. Hoeveel korting krijg ik? wordt 10 % van 80 = 10/100 x 80 =…;
MD;6-;2.2.4;6-2.2.4;;;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;;De leerling kan betekenisvolle situaties omzetten naar bewerkingen met breuken en procenten.;;
G;6-;2.2.5;6-2.2.5;2.2.GL5.16;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Wiskundige conventies;De leerlingen kunnen hun berekeningen met tussenstappen noteren om hun oplossingsweg toe te lichten en de tussenstappen geleidelijk verkorten.;;
G;6-;2.2.5;6-2.2.5;2.2.GL5.17;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Flexibel rekenen;De leerlingen kennen criteria om te verantwoorden waarom een bepaalde rekenmethode handiger is.;"Minder tussenstappen, minder overschrijden van een T, H...; rekenen met ronde getallen, analogie met opgaven die parate kennis zijn.";
G;6-;2.2.5;6-2.2.5;2.2.GL5.18;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Flexibel rekenen;De leerlingen kunnen hoofdrekenen (standaardprocedures en handig rekenen) met natuurlijke getallen tot en met 10 000, grotere getallen met eindnullen en decimale getallen tot op 1 duizendste. ;;
G;6-;2.2.5;6-2.2.5;2.2.GL5.19;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Flexibel rekenen;De leerlingen kunnen cijferen met natuurlijke getallen tot 10 000, schattend rekenen en de digitale rekentool gebruiken voor getallen tot 1 000 000.;;
G;6-;2.2.5;6-2.2.5;2.2.GL5.20;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Flexibel rekenen;De leerlingen kunnen flexibel een doelmatige rekenmethode uitkiezen, uitvoeren en verantwoorden op basis van inzicht in de getalstructuur en begrip van de rekenhandelingen, met keuze uit standaardprocedures, handig rekenen, schattend rekenen, cijferen of rekenen met een digitale rekentool.;;
+;;;;2.2.+L5.21;L5.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerling kan berekeningen uitvoeren in een talstelsels met een ander grondtal of in additieve talstelsels.;;
G;6-;2.2.5;6-2.2.5;2.2.GL6.22;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Wiskundige conventies;De leerling kan berekeningen noteren met tussenstappen om de oplossingsweg toe te lichten en de tussenstappen geleidelijk verkorten [H1].;;
G;6-;2.2.5;6-2.2.5;2.2.GL6.23;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Flexibel rekenen;De leerling kent criteria om te verantwoorden waarom een bepaalde rekenmethode handiger is [H1].;Minder tussenstappen, minder overschrijden van een T, H…, rekenen met ronde getallen, analogie met opgaven die parate kennis zijn.;
G;6-;2.2.5;6-2.2.5;2.2.GL6.24;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Flexibel rekenen;De leerling kan hoofdrekenen (standaardprocedures en handig rekenen) met natuurlijke getallen tot 10 000, grotere getallen met eindnullen en decimale getallen tot op 1 duizendste [H1]. ;;
G;6-;2.2.5;6-2.2.5;2.2.GL6.25;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Flexibel rekenen;De leerling kan cijferen met natuurlijke getallen tot 10 000, schattend rekenen en de digitale rekentool gebruiken voor getallen tot 10 miljard.;;
G;6-;2.2.5;6-2.2.5;2.2.GL6.26;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Flexibel rekenen;De leerling kan flexibel een doelmatige rekenmethode uitkiezen, uitvoeren en verantwoorden op basis van inzicht in de getalstructuur en begrip van de rekenhandelingen, met keuze uit standaardprocedures, handig rekenen, schattend rekenen, cijferen of rekenen met een digitale rekentool [H1].;;
+;;;;2.2.+L6.27;L6.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerling kan berekeningen uitvoeren in een talstelsels met een ander grondtal of in additieve talstelsels [H1].;;
MD;6-;2.2.5;6-2.2.5;;;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;;"De leerling kan flexibel een doelmatige rekenmethode uitkiezen, uitvoeren en verantwoorden op basis van inzicht in de getalstructuur en begrip van de rekenhandelingen. Keuze uit:
• hoofdrekenen: standaardprocedures;
• hoofdrekenen: handig rekenen;
• andere rekenwijzen: schattend rekenen, cijferen of met een digitale rekentool.";;
G;6-;2.2.6;6-2.2.6;2.2.GL4.56;L4.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor natuurlijke getallen (tot en met 10 000);De leerlingen kunnen optellingen en aftrekkingen tot 1 000 inzetten bij het optellen en aftrekken tot 10 000.;;
G;6-;2.2.6;6-2.2.6;2.2.GL5.22;L5.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor natuurlijke getallen (tot en met 10 000 en grotere getallen met eindnullen);De leerlingen kunnen optellen en aftrekken door de tweede term te splitsen in opeenvolgende rangen [H1]. ;;
G;6-;2.2.6;6-2.2.6;2.2.GL5.23;L5.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor natuurlijke getallen (tot en met 10 000 en grotere getallen met eindnullen);De leerlingen kunnen vermenigvuldigingen uitvoeren op basis van de distributiviteit.;;
G;6-;2.2.6;6-2.2.6;2.2.GL5.24;L5.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor natuurlijke getallen (tot en met 10 000 en grotere getallen met eindnullen);De leerlingen kunnen opgaande en niet-opgaande delingen uitvoeren door het deeltal te splitsen in een som en de distributiviteit toe te passen. ;235 : 3 = (210 + 24 + 1) : 3 = 78 met rest = 1;
G;6-;2.2.6;6-2.2.6;2.2.GL6.28;L6.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor natuurlijke getallen (t.e.m. 10 000 en grotere getallen met eindnullen);De leerling kan optellen en aftrekken door de tweede term te splitsen in opeenvolgende rangen [H2].;;
G;6-;2.2.6;6-2.2.6;2.2.GL6.29;L6.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor natuurlijke getallen (t.e.m. 10 000 en grotere getallen met eindnullen);De leerling kan vermenigvuldigingen uitvoeren op basis van de distributiviteit [H1].;;
G;6-;2.2.6;6-2.2.6;2.2.GL6.30;L6.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor natuurlijke getallen (t.e.m. 10 000 en grotere getallen met eindnullen);De leerling kan opgaande en niet-opgaande delingen uitvoeren door het deeltal te splitsen in een som en de distributiviteit toe te passen [H1]. ;235 : 3 = (210 + 24 + 1) : 3 = 78 met rest = 1;
MD;6-;2.2.6;6-2.2.6;;;Bewerkingen;Hoofdrekenen: standaardprocedures;;De leerling kan standaardprocedures uitbreiden voor natuurlijke getallen tot en met 10 000 en grotere getallen met eindnullen optellen en aftrekken.;;
G;6-;2.2.7;6-2.2.7;2.2.GL5.25;L5.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor decimale getallen (tot op 1 d);De leerlingen kunnen optellen en aftrekken door de tweede term te splitsen in opeenvolgende rangen.;;
G;6-;2.2.7;6-2.2.7;2.2.GL5.26;L5.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor decimale getallen (tot op 1 d);De leerlingen kunnen vermenigvuldigen met een natuurlijk getal op basis van de keerhandeling. ;0,6 × 3 = 3 × 0,6 = 3 × 6 t = 18 t = 1,8;
G;6-;2.2.7;6-2.2.7;2.2.GL5.27;L5.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor decimale getallen (tot op 1 d);De leerlingen kunnen delen door een natuurlijk getal op basis van de verdelingsdeling.;0,08 : 2 = 8 h : 2 = 4 h = 0,04;
G;6-;2.2.7;6-2.2.7;2.2.GL6.31;L6.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor decimale getallen (tot op 1 d);De leerling kan vermenigvuldigen met een natuurlijk getal op basis van de keerhandeling [H1]. ;0,6 × 3 = 3 × 0,6 = 3 × 6 t = 18 t = 1,8;
G;6-;2.2.7;6-2.2.7;2.2.GL6.32;L6.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor decimale getallen (tot op 1 d);De leerling kan delen door een natuurlijk getal op basis van de verdelingsdeling [H1].;0,08 : 2 = 8 h : 2 = 4 h = 0,04;
G;6-;2.2.7;6-2.2.7;2.2.GL6.33;L6.;Bewerkingen;Hoofdrekenen: standaardprocedures;Standaardprocedures voor decimale getallen (tot op 1 d);De leerling kan optellen en aftrekken door de tweede term te splitsen in opeenvolgende rangen [H1].;;
MD;6-;2.2.7;6-2.2.7;;;Bewerkingen;Hoofdrekenen: standaardprocedures;;"De leerling kan standaardprocedures gebruiken om het resultaat van een bewerking te vinden voor decimale getallen (tot op 1 duizendste):
• optellen en aftrekken;
• vermenigvuldigen met een natuurlijk getal op basis van de keerhandeling;
bv. 0,6 x 3 = 3 x 0,6 = 3 x 6 t
• delen door een natuurlijk getal op basis van de verdelingsdeling.
bv. 0,08 : 2 = 8 h : 2";;
G;6-;2.2.8;6-2.2.8;2.2.GL5.28;L5.;Bewerkingen;Hoofdrekenen: handig rekenen;Eigenschappen van en relaties tussen bewerkingen;"De leerlingen kennen een werkwijze voor vermenigvuldigen met en delen door 2; 5; 25; 50 [I].";;
G;6-;2.2.8;6-2.2.8;2.2.GL5.29;L5.;Bewerkingen;Hoofdrekenen: handig rekenen;Eigenschappen van en relaties tussen bewerkingen;"De leerlingen kennen een werkwijze voor vermenigvuldigen met 0,1; 0,01; 0,001; 0,2; 0,5 [I].";Vanuit het omzetten naar breuken wordt een patroon afgeleid en veralgemeend tot een vaste werkwijze.;
G;6-;2.2.8;6-2.2.8;2.2.GL6.34;L6.;Bewerkingen;Hoofdrekenen: handig rekenen;Eigenschappen van en relaties tussen bewerkingen;"De leerling kent een werkwijze voor vermenigvuldigen met en delen door 2; 5; 25; 50 [I] [H1].";;
